t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,degradation_rate,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,kde_ub,kdeg_UPS,kdeg_Ternary,alpha,PS_cell
6.0,0.0005,0.0,54.7315855568178,0.023898747280949102,0.03182293012454342,99.03091166596873,-2.18942929336948e-14,2.189263422272712e-13,2.4491619032912124e-16,9.559498912379641e-17,1.2729172049817368e-16,4.871010830618792e-15,ACBI1,9.26,36000.0,360,180,360,360,7.543120063354615,2.5e-09
6.0,0.0005,0.0,54.27720599690235,0.027190998211251986,0.03804174765304635,99.03955988440683,-2.20129565783082e-14,2.171088239876094e-13,2.872721536721986e-16,1.0876399284500795e-16,1.5216699061218541e-16,4.870747642977484e-15,ACBI1,9.26,36000.0,360,180,360,360,9.102981779915218,2.5e-09
6.0,0.0005,0.0,53.535535966728446,0.030546915579668068,0.045191772262333216,99.115155388851,-2.2201245721613027e-14,2.141421438669138e-13,3.323954618982221e-16,1.2218766231867228e-16,1.8076708904933286e-16,4.870400789691696e-15,ACBI1,9.26,36000.0,360,180,360,360,10.985411419875584,2.5e-09
6.0,0.0005,0.0,52.376202874859004,0.03377443597633827,0.05317635455039421,99.0835082046411,-2.2481891479734103e-14,2.09504811499436e-13,3.775105138960806e-16,1.350977439053531e-16,2.1270541820157687e-16,4.8699472472992415e-15,ACBI1,9.26,36000.0,360,180,360,360,13.257113655901081,2.5e-09
6.0,0.0005,0.0,50.650913288756996,0.03660885005231228,0.061714032184947,99.09960595914359,-2.286785100317745e-14,2.02603653155028e-13,4.1835400550146493e-16,1.464354002092491e-16,2.46856128739788e-16,4.869366027728355e-15,ACBI1,9.26,36000.0,360,180,360,360,15.998587196060573,2.5e-09
6.0,0.0005,0.0,48.221309003581496,0.038730695019136195,0.07027874905512838,99.15899363098205,-2.3344692300970456e-14,1.92885236014326e-13,4.49437827430493e-16,1.5492278007654478e-16,2.811149962205135e-16,4.868645374134922e-15,ACBI1,9.26,36000.0,360,180,360,360,19.306977288832496,2.5e-09
6.0,0.0005,0.0,45.00256018498956,0.039816465436839366,0.07809177968409864,99.27953347922201,-2.3849949987186015e-14,1.8001024073995826e-13,4.650122484253182e-16,1.5926586174735745e-16,3.1236711873639453e-16,4.867791241846403e-15,ACBI1,9.26,36000.0,360,180,360,360,23.29951810515372,2.5e-09
6.0,0.0005,0.0,41.01111257127682,0.03961995154390133,0.08421390653208871,83.6869233007434,-2.4261577468162923e-14,1.6404445028510728e-13,4.606921713727294e-16,1.5847980617560531e-16,3.3685562612835485e-16,4.8668333208176555e-15,ACBI1,9.26,36000.0,360,180,360,360,28.11768697974228,2.5e-09
6.0,0.0005,0.0,36.394287331134684,0.038059516213513375,0.08775428480473531,99.43902929760827,-2.441162765237091e-14,1.4557714932453874e-13,4.3519703775760134e-16,1.522380648540535e-16,3.5101713921894123e-16,4.865824041407128e-15,ACBI1,9.26,36000.0,360,180,360,360,33.93221771895326,2.5e-09
6.0,0.0005,0.0,31.41963140657168,0.03526911490727965,0.0881397723793291,99.23195146365472,-2.413206672197255e-14,1.2567852562628673e-13,3.912760140570975e-16,1.410764596291186e-16,3.5255908951731644e-16,4.8648285186753945e-15,ACBI1,9.26,36000.0,360,180,360,360,40.94915062380423,2.5e-09
6.0,0.0005,0.0,26.419372415317284,0.03157864506576568,0.08532108399262256,99.5421545366051,-2.3317190647977034e-14,1.0567748966126914e-13,3.351223534947005e-16,1.2631458026306272e-16,3.412843359704902e-16,4.8639086551023855e-15,ACBI1,9.26,36000.0,360,180,360,360,49.417133613238335,2.5e-09
6.0,0.0005,0.0,21.711130521477397,0.027425583287132425,0.07979948957255044,99.5390221384264,-2.1968958889668688e-14,8.68445220859096e-14,2.744474556909725e-16,1.0970233314852971e-16,3.191979582902018e-16,4.86310868580411e-15,ACBI1,9.26,36000.0,360,180,360,360,59.63623316594643,2.5e-09
6.0,0.0005,0.0,17.52998730063122,0.023239364655626003,0.07245569706311117,99.74294400018229,-2.019808886178215e-14,7.011994920252488e-14,2.1621767234530863e-16,9.295745862250402e-17,2.8982278825244466e-16,4.862448515363487e-15,ACBI1,9.26,36000.0,360,180,360,360,71.96856730011514,2.5e-09
6.0,0.0005,0.0,13.997593256973067,0.01935055794448493,0.06427662915872531,99.79238947679947,-1.8182429065724264e-14,5.599037302789228e-14,1.6513573014154318e-16,7.740223177793972e-17,2.5710651663490125e-16,4.8619260453372156e-15,ACBI1,9.26,36000.0,360,180,360,360,86.85113737513521,2.5e-09
6.0,0.0005,0.0,11.130665171257874,0.015953549521046682,0.05611397682935553,99.61404804979144,-1.6109297583585973e-14,4.4522660685031497e-14,1.2329942657999356e-16,6.381419808418673e-17,2.2445590731742214e-16,4.861524892907058e-15,ACBI1,9.26,36000.0,360,180,360,360,104.81131341546853,2.5e-09
6.0,0.0005,0.0,8.873020585197942,0.013118132189035065,0.04855663190230068,99.70671507605712,-1.413056912748761e-14,3.549208234079177e-14,9.074874082865927e-17,5.2472528756140265e-17,1.9422652760920272e-16,4.861222725285789e-15,ACBI1,9.26,36000.0,360,180,360,360,126.48552168552958,2.5e-09
6.0,0.0005,0.0,7.131823611565401,0.010826661222178874,0.04191904579508022,99.75893204523229,-1.2343350155155716e-14,2.8527294446261606e-14,6.633017333853299e-17,4.33066448887155e-17,1.6767618318032088e-16,4.860997260419578e-15,ACBI1,9.26,36000.0,360,180,360,360,152.6417967175232,2.5e-09
6.0,0.0005,0.0,5.805780587128135,0.009014120091207086,0.03629951084903166,99.12115043396685,-1.0792489351551882e-14,2.3223122348512542e-14,4.844611787509731e-17,3.605648036482834e-17,1.4519804339612664e-16,4.860829343622034e-15,ACBI1,9.26,36000.0,360,180,360,360,184.20699693267144,2.5e-09
6.0,0.0005,0.0,4.8018244818698035,0.00759872191265968,0.0316584368219531,99.76659044307198,-9.484174937558313e-15,1.9207297927479214e-14,3.5526015045820903e-17,3.0394887650638716e-17,1.266337472878124e-16,4.860703849318237e-15,ACBI1,9.26,36000.0,360,180,360,360,222.29964825261933,2.5e-09
6.0,0.0005,0.0,4.04223532039893,0.006500348870876152,0.02788587777652426,99.7265986736356,-8.401326942180745e-15,1.616894128159572e-14,2.624346971858489e-17,2.6001395483504607e-17,1.1154351110609705e-16,4.860609412425982e-15,ACBI1,9.26,36000.0,360,180,360,360,268.26957952797244,2.5e-09
6.0,0.0005,0.0,3.465765787404758,0.005649227048530524,0.02484779352530901,99.8259912185448,-7.515931979393176e-15,1.3863063149619032e-14,1.9569723636083102e-17,2.25969081941221e-17,9.939117410123605e-17,4.8605377247844314e-15,ACBI1,9.26,36000.0,360,180,360,360,323.74575428176433,2.5e-09
6.0,0.0005,0.0,3.0258346090575974,0.004988464361589368,0.022412532460832975,99.84769154664961,-6.79711386319323e-15,1.2103338436230389e-14,1.4746587978544846e-17,1.995385744635747e-17,8.965012984333189e-17,4.8604827903797544e-15,ACBI1,9.26,36000.0,360,180,360,360,390.6939937054613,2.5e-09
6.0,0.0005,0.0,2.68774204746061,0.004473433150894328,0.020463243684490696,99.20753574560327,-6.215584149850788e-15,1.075096818984244e-14,1.1232004106313918e-17,1.7893732603577313e-17,8.185297473796279e-17,4.860440295694323e-15,ACBI1,9.26,36000.0,360,180,360,360,471.486636345739,2.5e-09
6.0,0.0005,0.0,2.425911244799942,0.004069897273386244,0.018901846612250993,99.81744153120104,-5.745627167268872e-15,9.703644979199768e-15,8.644861810517738e-18,1.6279589093544973e-17,7.560738644900397e-17,4.860407128219515e-15,ACBI1,9.26,36000.0,360,180,360,360,568.9866029018293,2.5e-09
6.0,0.0005,0.0,2.2215552321711702,0.003751895634568457,0.017648639002382185,99.88544779816037,-5.365641579689073e-15,8.886220928684681e-15,6.719169560740705e-18,1.500758253827383e-17,7.059455600952874e-17,4.860381026559051e-15,ACBI1,9.26,36000.0,360,180,360,360,686.6488450042998,2.5e-09
6.0,0.0005,0.0,2.0608543220721796,0.0034998299877867897,0.016640043908227736,99.85305113835071,-5.057949011879391e-15,8.243417288288718e-15,5.269425803995092e-18,1.399931995114716e-17,6.656017563291095e-17,4.860360332609834e-15,ACBI1,9.26,36000.0,360,180,360,360,828.6427728546843,2.5e-09
6.0,0.0005,0.0,1.933593661286676,0.0032989005932778973,0.01582584382615991,99.80271648059616,-4.808297349606074e-15,7.734374645146704e-15,4.165767924633872e-18,1.319560237311159e-17,6.330337530463964e-17,4.860343818005971e-15,ACBI1,9.26,36000.0,360,180,360,360,1000.0,2.5e-09
