t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,alpha
1.0,0.0005,0.0,90.57918654887908,0.0028826269693511676,0.002898501812936883,99.00000001234808,3.623167461955163e-13,6.4330236801470994e-18,1.153050787740467e-17,1.1594007251747532e-17,4.495102891334221e-15,ACBI1,9.26,36000.0,100,0.44984326689694454
1.0,0.0005,0.0,90.57918652444611,0.0034743809371827984,0.003497471335920584,99.00000000351999,3.6231674609778445e-13,7.76235124828181e-18,1.3897523748731195e-17,1.3989885343682337e-17,4.494616357227941e-15,ACBI1,9.26,36000.0,100,0.5428675439323859
1.0,0.0005,0.0,90.57918647283581,0.004186534726349516,0.004220111715549476,99.00000005245569,3.6231674589134327e-13,9.366126921403052e-18,1.674613890539806e-17,1.6880446862197905e-17,4.494028922919694e-15,ACBI1,9.26,36000.0,100,0.6551285568595507
1.0,0.0005,0.0,90.5791863639135,0.0050430985228033295,0.005091909514787174,99.00000012149512,3.62316745455654e-13,1.1300898130967616e-17,2.017239409121332e-17,2.0367638059148698e-17,4.493319592580652e-15,ACBI1,9.26,36000.0,100,0.7906043210907697
1.0,0.0005,0.0,90.57918613428248,0.006072651278623022,0.006143581568629062,99.00000032953119,3.6231674453712996e-13,1.3634809234627526e-17,2.429060511449209e-17,2.4574326274516246e-17,4.492462970040582e-15,ACBI1,9.26,36000.0,100,0.9540954763499939
1.0,0.0005,0.0,90.57918565080641,0.007309111069563666,0.007412138117642669,98.99999979735823,3.6231674260322566e-13,1.6449952993238295e-17,2.923644427825466e-17,2.9648552470570675e-17,4.491428322829109e-15,ACBI1,9.26,36000.0,100,1.151395399326447
1.0,0.0005,0.0,90.57918463451507,0.008792589891167848,0.008942157277344766,98.99999760897542,3.623167385380603e-13,1.9845184326237826e-17,3.517035956467139e-17,3.5768629109379064e-17,4.490178441352143e-15,ACBI1,9.26,36000.0,100,1.3894954943731375
1.0,0.0005,0.0,90.57918250244626,0.010570319611478586,0.010787310585900567,99.00000088015865,3.6231673000978504e-13,2.393947819461882e-17,4.228127844591435e-17,4.314924234360227e-17,4.488668246096391e-15,ACBI1,9.26,36000.0,100,1.6768329368110073
1.0,0.0005,0.0,90.57917804049784,0.012697621435510634,0.013012185717650778,99.00000241909471,3.6231671216199134e-13,2.887592124232684e-17,5.0790485742042535e-17,5.2048742870603113e-17,4.486843084181255e-15,ACBI1,9.26,36000.0,100,2.0235896477251565
1.0,0.0005,0.0,90.57916873066164,0.015238870240771772,0.015694459186424318,99.00000278922381,3.623166749226465e-13,3.482642919178603e-17,6.09554809630871e-17,6.277783674569727e-17,4.484636642040801e-15,ACBI1,9.26,36000.0,100,2.442053094548651
