,t,degradation,Ternary,all_Ternary,PS_cell
3,3,99.8033421101031,2.8921021391757775,3.204029539632159,1.2399999999999999e-10
4,4,99.74936819249615,2.890538517209055,3.2022972671695897,1.2399999999999999e-10
5,5,99.70056778505814,2.889124771147899,3.2007310360581522,1.2399999999999999e-10
6,6,99.65644499628979,2.8878465351635323,3.199314930987033,1.2399999999999999e-10
7,7,99.61655146690237,2.886690820406117,3.1980345621437527,1.2399999999999999e-10
8,8,99.58048181375595,2.885645883021146,3.1968769189949438,1.2399999999999999e-10
9,9,99.54786951051243,2.884701104816507,3.195830238082313,1.2399999999999999e-10
10,10,99.51838316312805,2.8838468853671775,3.194883883489857,1.2399999999999999e-10
11,11,99.49172314235425,2.883074544461714,3.19402823876835,1.2399999999999999e-10
12,12,99.4676185390174,2.8823762338991927,3.1932546092187986,1.2399999999999999e-10
13,13,99.44582441113967,2.8817448577402183,3.1925551335418136,1.2399999999999999e-10
14,14,99.42611929493243,2.881174000202028,3.191922703955564,1.2399999999999999e-10
15,15,99.40830295436042,2.880657860464646,3.1913508939701964,1.2399999999999999e-10
16,16,99.39219434642422,2.8801911937261773,3.1908338930854185,1.2399999999999999e-10
17,17,99.37762978146228,2.8797692579075953,3.1903664477469276,1.2399999999999999e-10
18,18,99.36446125980305,2.879387765466242,3.189943807962564,1.2399999999999999e-10
19,19,99.3525549678451,2.8790428398278185,3.1895616790351142,1.2399999999999999e-10
20,20,99.34178991829376,2.878730975994493,3.1892161779216464,1.2399999999999999e-10
21,21,99.33205672073389,2.8784490049287426,3.188903793775835,1.2399999999999999e-10
22,22,99.32325647004396,2.8781940613510018,3.1886213522723064,1.2399999999999999e-10
23,23,99.31529974136083,2.877963554624015,3.1883659833505975,1.2399999999999999e-10
24,24,99.3081056813781,2.877755142427926,3.1881350920508873,1.2399999999999999e-10
